일시,공급능력(MW),현재부하(MW),공급예비력(MW),공급예비율(%)
2023-03-13 00:00,"84,908","58,782","26,126",44
2023-03-13 00:05,"85,918","58,954","26,963",46
2023-03-13 00:10,"86,266","58,711","27,556",47
2023-03-13 00:15,"86,280","58,298","27,982",48
2023-03-13 00:20,"86,249","58,264","27,985",48
2023-03-13 00:25,"86,220","58,105","28,115",48
2023-03-13 00:30,"86,208","57,476","28,732",50
2023-03-13 00:35,"86,236","57,141","28,762",50
2023-03-13 00:40,"86,249","56,897","29,020",51
2023-03-13 00:45,"86,257","56,664","29,038",51
2023-03-13 00:50,"86,249","57,042","28,419",49
2023-03-13 00:55,"86,281","57,012","28,457",49
2023-03-13 01:00,"86,267","56,858","28,305",49
2023-03-13 01:05,"87,936","56,391","30,437",53
2023-03-13 01:10,"87,876","56,329","30,441",53
2023-03-13 01:15,"87,876","56,047","30,725",54
2023-03-13 01:20,"87,858","55,858","30,895",54
2023-03-13 01:25,"87,852","56,002","30,747",54
2023-03-13 01:30,"87,842","55,513","31,222",55
2023-03-13 01:35,"87,868","55,624","31,144",55
2023-03-13 01:40,"87,866","55,432","31,330",55
2023-03-13 01:45,"87,883","55,203","31,576",56
2023-03-13 01:50,"87,884","55,091","31,688",56
2023-03-13 01:55,"87,885","54,984","31,795",57
2023-03-13 02:00,"87,894","54,867","31,922",57
2023-03-13 02:05,"88,486","54,837","32,548",58
2023-03-13 02:10,"88,488","54,746","32,640",58
2023-03-13 02:15,"88,518","54,719","32,371",58
2023-03-13 02:20,"88,507","54,595","32,464",58
2023-03-13 02:25,"88,464","54,217","32,441",58
2023-03-13 02:30,"88,826","54,099","32,904",59
2023-03-13 02:35,"88,823","54,459","32,303",57
2023-03-13 02:40,"88,858","54,596","32,197",57
2023-03-13 02:45,"88,847","54,180","32,597",58
2023-03-13 02:50,"88,853","54,332","32,459",58
2023-03-13 02:55,"88,863","53,990","32,806",59
2023-03-13 03:00,"88,882","54,328","32,491",58
2023-03-13 03:05,"89,205","54,311","32,832",58
2023-03-13 03:10,"89,211","54,150","32,997",59
2023-03-13 03:15,"89,201","54,072","33,064",59
2023-03-13 03:20,"89,186","54,111","33,011",59
2023-03-13 03:25,"89,176","54,045","33,073",59
2023-03-13 03:30,"89,188","54,231","32,899",58
2023-03-13 03:35,"89,193","53,947","33,184",59
2023-03-13 03:40,"89,182","54,113","33,005",59
2023-03-13 03:45,"89,180","54,314","32,805",58
2023-03-13 03:50,"89,187","54,251","32,878",58
2023-03-13 03:55,"89,167","54,285","32,824",58
2023-03-13 04:00,"89,159","54,297","32,802",58
2023-03-13 04:05,"89,199","54,569","32,580",58
2023-03-13 04:10,"89,212","54,571","32,584",58
2023-03-13 04:15,"89,192","54,740","32,394",57
2023-03-13 04:20,"89,194","54,667","32,467",57
2023-03-13 04:25,"89,186","54,592","32,540",57
2023-03-13 04:30,"89,189","54,600","32,534",57
2023-03-13 04:35,"89,185","54,768","32,366",57
2023-03-13 04:40,"89,184","55,087","32,046",56
2023-03-13 04:45,"89,182","55,193","31,934",56
2023-03-13 04:50,"89,180","55,466","31,661",55
2023-03-13 04:55,"89,248","55,921","31,284",54
2023-03-13 05:00,"89,270","55,860","31,362",54
2023-03-13 05:05,"89,286","56,190","31,046",53
2023-03-13 05:10,"89,318","56,292","30,977",53
2023-03-13 05:15,"89,331","56,400","30,877",53
2023-03-13 05:20,"89,302","56,667","30,591",52
2023-03-13 05:25,"89,329","56,932","30,353",52
2023-03-13 05:30,"89,345","57,259","30,043",51
2023-03-13 05:35,"89,333","57,784","29,506",49
2023-03-13 05:40,"89,348","57,690","29,615",50
2023-03-13 05:45,"89,364","58,031","29,289",49
2023-03-13 05:50,"89,380","58,570","28,767",48
2023-03-13 05:55,"89,350","58,788","28,521",47
2023-03-13 06:00,"89,366","59,132","28,189",46
2023-03-13 06:05,"89,380","60,047","27,290",44
2023-03-13 06:10,"89,407","60,193","27,168",44
2023-03-13 06:15,"89,395","60,770","26,587",42
2023-03-13 06:20,"89,414","61,272","26,107",41
2023-03-13 06:25,"89,405","61,566","25,796",41
2023-03-13 06:30,"89,423","61,690","25,691",40
2023-03-13 06:35,"89,429","62,479","24,916",39
2023-03-13 06:40,"89,428","62,714","24,982",39
2023-03-13 06:45,"89,438","63,182","24,524",38
2023-03-13 06:50,"89,460","63,225","24,588",38
2023-03-13 06:55,"89,484","63,927","24,150",37
2023-03-13 07:00,"89,467","64,572","23,490",36
2023-03-13 07:05,"89,418","65,484","22,531",34
2023-03-13 07:10,"89,728","66,104","22,218",33
2023-03-13 07:15,"89,722","66,812","21,708",32
2023-03-13 07:20,"89,705","66,928","21,826",32
2023-03-13 07:25,"89,744","66,974","21,823",32
2023-03-13 07:30,"89,788","67,238","21,922",32
2023-03-13 07:35,"89,828","67,697","21,760",32
2023-03-13 07:40,"89,842","67,671","21,800",32
2023-03-13 07:45,"89,884","67,919","21,596",32
2023-03-13 07:50,"89,929","68,238","21,691",32
2023-03-13 07:55,"89,953","68,091","21,862",32
2023-03-13 08:00,"89,994","68,370","21,624",32
2023-03-13 08:05,"89,820","69,060","20,760",30
2023-03-13 08:10,"90,004","69,449","20,556",30
2023-03-13 08:15,"90,240","69,887","20,353",29
2023-03-13 08:20,"90,435","70,034","20,401",29
2023-03-13 08:25,"90,613","70,163","20,449",29
2023-03-13 08:30,"90,643","70,393","20,250",29
2023-03-13 08:35,"90,705","70,476","20,229",29
2023-03-13 08:40,"90,730","70,765","19,965",28
2023-03-13 08:45,"90,784","70,326","20,458",29
2023-03-13 08:50,"90,828","70,823","20,005",28
2023-03-13 08:55,"90,858","70,594","20,264",29
2023-03-13 09:00,"90,883","70,355","20,528",29
2023-03-13 09:05,"90,644","70,034","20,611",29
2023-03-13 09:10,"90,880","69,976","20,904",30
2023-03-13 09:15,"91,191","70,045","21,146",30
2023-03-13 09:20,"91,521","70,346","21,175",30
2023-03-13 09:25,"91,771","69,940","21,831",31
2023-03-13 09:30,"91,821","69,799","22,021",32
2023-03-13 09:35,"91,886","69,692","22,194",32
2023-03-13 09:40,"91,848","69,416","22,432",32
2023-03-13 09:45,"91,871","68,849","23,022",33
2023-03-13 09:50,"91,917","68,692","23,225",34
2023-03-13 09:55,"91,948","67,952","23,996",35
2023-03-13 10:00,"91,961","67,614","24,347",36
2023-03-13 10:05,"91,519","67,804","23,715",35
2023-03-13 10:10,"91,701","68,022","23,679",35
2023-03-13 10:15,"91,915","68,212","23,703",35
2023-03-13 10:20,"92,085","68,442","23,643",35
2023-03-13 10:25,"92,194","68,189","24,006",35
2023-03-13 10:30,"92,193","67,826","24,367",36
2023-03-13 10:35,"92,219","67,701","24,517",36
2023-03-13 10:40,"92,247","67,222","25,024",37
2023-03-13 10:45,"92,274","67,301","24,973",37
2023-03-13 10:50,"92,277","66,809","25,468",38
2023-03-13 10:55,"92,283","66,690","25,594",38
2023-03-13 11:00,"92,305","66,101","26,204",40
2023-03-13 11:05,"92,252","65,613","26,639",41
2023-03-13 11:10,"92,215","65,254","26,961",41
2023-03-13 11:15,"92,220","64,815","27,405",42
2023-03-13 11:20,"92,180","64,665","27,515",43
2023-03-13 11:25,"92,196","64,227","27,969",44
2023-03-13 11:30,"92,185","63,811","28,374",45
2023-03-13 11:35,"92,213","63,452","28,761",45
2023-03-13 11:40,"92,216","63,161","29,055",46
2023-03-13 11:45,"92,245","62,551","29,694",48
2023-03-13 11:50,"92,253","61,970","30,269",49
2023-03-13 11:55,"92,269","61,355","30,641",50
2023-03-13 12:00,"92,251","60,568","30,754",50
2023-03-13 12:05,"92,185","60,296","30,414",49
2023-03-13 12:10,"92,232","60,218","30,179",49
2023-03-13 12:15,"92,377","60,204","30,330",49
2023-03-13 12:20,"92,428","60,249","30,311",49
2023-03-13 12:25,"92,426","59,962","30,413",49
2023-03-13 12:30,"92,432","59,526","30,825",50
2023-03-13 12:35,"92,413","59,238","30,767",50
2023-03-13 12:40,"92,415","59,155","30,852",50
2023-03-13 12:45,"92,410","59,305","30,702",50
2023-03-13 12:50,"92,398","59,296","30,698",50
2023-03-13 12:55,"92,376","59,544","30,436",49
2023-03-13 13:00,"92,390","59,870","30,121",48
2023-03-13 13:05,"92,342","60,550","29,952",48
2023-03-13 13:10,"92,339","60,912","29,591",47
2023-03-13 13:15,"92,332","61,402","29,345",47
2023-03-13 13:20,"92,350","61,116","29,650",47
2023-03-13 13:25,"92,356","61,291","29,485",47
2023-03-13 13:30,"92,347","61,478","29,284",46
2023-03-13 13:35,"92,348","61,903","28,868",46
2023-03-13 13:40,"92,326","61,970","28,779",45
2023-03-13 13:45,"92,296","61,717","28,996",46
2023-03-13 13:50,"92,277","62,002","28,696",45
2023-03-13 13:55,"92,364","62,002","28,782",45
2023-03-13 14:00,"92,390","62,006","28,802",45
2023-03-13 14:05,"92,424","62,117","28,730",45
2023-03-13 14:10,"92,468","62,211","28,678",45
2023-03-13 14:15,"92,528","62,406","28,548",45
2023-03-13 14:20,"92,577","62,874","28,381",44
2023-03-13 14:25,"92,619","62,996","28,307",44
2023-03-13 14:30,"92,614","63,016","28,277",44
2023-03-13 14:35,"92,637","63,427","27,894",43
2023-03-13 14:40,"92,662","63,406","27,939",43
2023-03-13 14:45,"92,647","63,700","27,631",43
2023-03-13 14:50,"92,604","63,316","27,964",43
2023-03-13 14:55,"92,569","63,517","27,736",43
2023-03-13 15:00,"92,572","63,685","27,570",42
2023-03-13 15:05,"93,085","63,882","28,191",43
2023-03-13 15:10,"93,018","63,990","28,015",43
2023-03-13 15:15,"92,896","64,288","27,597",42
2023-03-13 15:20,"92,775","64,625","27,507",42
2023-03-13 15:25,"92,626","64,839","27,469",42
2023-03-13 15:30,"92,577","64,878","27,698",43
2023-03-13 15:35,"92,539","64,994","27,546",42
2023-03-13 15:40,"92,494","65,187","27,307",42
2023-03-13 15:45,"92,458","65,752","26,706",41
2023-03-13 15:50,"92,413","66,308","26,104",39
2023-03-13 15:55,"92,374","66,731","25,642",38
2023-03-13 16:00,"92,366","67,114","25,251",38
2023-03-13 16:05,"92,358","67,428","24,930",37
2023-03-13 16:10,"92,186","67,828","24,358",36
2023-03-13 16:15,"91,910","67,861","24,049",35
2023-03-13 16:20,"91,621","68,186","23,435",34
2023-03-13 16:25,"91,374","68,420","22,955",34
2023-03-13 16:30,"91,318","68,623","22,695",33
2023-03-13 16:35,"91,248","68,991","22,258",32
2023-03-13 16:40,"91,219","69,224","21,995",32
2023-03-13 16:45,"91,183","69,592","21,591",31
2023-03-13 16:50,"91,122","69,877","21,245",30
2023-03-13 16:55,"91,086","70,361","20,725",30
2023-03-13 17:00,"91,021","70,242","20,779",30
2023-03-13 17:05,"91,117","70,405","20,712",29
2023-03-13 17:10,"90,852","70,445","20,407",29
2023-03-13 17:15,"90,531","70,140","20,391",29
2023-03-13 17:20,"90,249","70,264","19,985",28
2023-03-13 17:25,"90,003","70,507","19,496",28
2023-03-13 17:30,"89,938","70,938","19,000",27
2023-03-13 17:35,"90,168","71,314","18,854",26
2023-03-13 17:40,"90,146","71,503","18,644",26
2023-03-13 17:45,"90,061","71,986","18,075",25
2023-03-13 17:50,"90,015","72,116","17,899",25
2023-03-13 17:55,"89,969","72,118","17,851",25
2023-03-13 18:00,"89,945","72,044","17,901",25
2023-03-13 18:05,"90,149","72,136","18,013",25
2023-03-13 18:10,"90,037","72,394","17,643",24
2023-03-13 18:15,"89,852","72,261","17,590",24
2023-03-13 18:20,"89,643","72,524","17,119",24
2023-03-13 18:25,"89,474","72,532","16,942",23
2023-03-13 18:30,"89,486","73,086","16,400",22
2023-03-13 18:35,"89,477","73,120","16,357",22
2023-03-13 18:40,"89,484","73,213","16,271",22
2023-03-13 18:45,"89,553","73,189","16,364",22
2023-03-13 18:50,"89,558","73,383","16,175",22
2023-03-13 18:55,"89,569","73,237","16,332",22
2023-03-13 19:00,"89,574","73,307","16,268",22
2023-03-13 19:05,"89,730","73,333","16,397",22
2023-03-13 19:10,"89,728","73,145","16,582",23
2023-03-13 19:15,"89,741","73,035","16,705",23
2023-03-13 19:20,"89,764","73,094","16,669",23
2023-03-13 19:25,"89,758","72,817","16,941",23
2023-03-13 19:30,"89,757","72,530","17,227",24
2023-03-13 19:35,"89,753","72,423","17,330",24
2023-03-13 19:40,"89,756","72,222","17,534",24
2023-03-13 19:45,"89,739","71,938","17,801",25
2023-03-13 19:50,"89,722","71,989","17,733",25
2023-03-13 19:55,"89,727","71,433","18,294",26
2023-03-13 20:00,"89,732","71,337","18,395",26
2023-03-13 20:05,"89,760","70,973","18,787",27
2023-03-13 20:10,"89,785","70,928","18,857",27
2023-03-13 20:15,"89,823","70,829","18,994",27
2023-03-13 20:20,"89,837","70,716","19,121",27
2023-03-13 20:25,"89,878","70,510","19,368",28
2023-03-13 20:30,"89,867","70,272","19,596",28
2023-03-13 20:35,"89,873","70,157","19,716",28
2023-03-13 20:40,"89,865","69,893","19,972",29
2023-03-13 20:45,"89,853","69,507","20,346",29
2023-03-13 20:50,"89,817","69,463","20,354",29
2023-03-13 20:55,"89,818","69,513","20,305",29
2023-03-13 21:00,"89,813","69,042","20,771",30
2023-03-13 21:05,"89,752","68,920","20,832",30
2023-03-13 21:10,"89,751","69,226","20,525",30
2023-03-13 21:15,"89,727","68,993","20,734",30
2023-03-13 21:20,"89,694","68,848","20,845",30
2023-03-13 21:25,"89,690","68,367","21,323",31
2023-03-13 21:30,"89,706","68,183","21,523",32
2023-03-13 21:35,"89,680","68,326","21,354",31
2023-03-13 21:40,"89,658","68,272","21,386",31
2023-03-13 21:45,"89,669","68,101","21,568",32
2023-03-13 21:50,"89,640","67,954","21,686",32
2023-03-13 21:55,"89,578","67,791","21,787",32
2023-03-13 22:00,"89,546","67,688","21,858",32
2023-03-13 22:05,"88,611","67,846","20,764",31
2023-03-13 22:10,"88,562","68,220","20,342",30
2023-03-13 22:15,"88,485","68,186","20,299",30
2023-03-13 22:20,"88,392","68,221","20,171",30
2023-03-13 22:25,"88,334","68,299","20,036",29
2023-03-13 22:30,"88,341","67,771","20,570",30
2023-03-13 22:35,"88,319","67,852","20,467",30
2023-03-13 22:40,"88,289","67,684","20,605",30
2023-03-13 22:45,"88,317","67,952","20,366",30
2023-03-13 22:50,"88,322","67,613","20,708",31
2023-03-13 22:55,"88,302","67,121","21,181",32
2023-03-13 23:00,"88,305","67,317","20,988",31
2023-03-13 23:05,"88,222","67,984","20,238",30
2023-03-13 23:10,"88,197","67,867","20,330",30
2023-03-13 23:15,"88,162","67,807","20,354",30
2023-03-13 23:20,"88,113","67,419","20,694",31
2023-03-13 23:25,"88,100","67,125","20,975",31
2023-03-13 23:30,"88,097","66,984","21,113",32
2023-03-13 23:35,"88,085","66,504","21,581",33
2023-03-13 23:40,"88,078","66,334","21,744",33
2023-03-13 23:45,"88,081","66,010","22,071",33
2023-03-13 23:50,"88,072","65,543","22,528",34
2023-03-13 23:55,"88,066","65,210","22,856",35
2023-03-14 00:00,"88,076","64,673","23,403",36
2023-03-14 00:05,"87,658","64,371","23,287",36
2023-03-14 00:10,"87,619","64,106","23,514",37
2023-03-14 00:15,"87,588","63,701","23,887",38
2023-03-14 00:20,"87,555","63,346","24,209",38
2023-03-14 00:25,"87,556","63,225","24,332",39
2023-03-14 00:30,"87,547","62,597","24,951",40
2023-03-14 00:35,"87,540","62,746","24,794",40
2023-03-14 00:40,"87,560","62,391","25,169",40
2023-03-14 00:45,"87,543","61,933","25,610",41
2023-03-14 00:50,"87,536","61,780","25,756",42
2023-03-14 00:55,"87,541","61,406","26,135",43
2023-03-14 01:00,"87,550","61,201","26,349",43
2023-03-14 01:05,"87,615","61,059","26,556",44
2023-03-14 01:10,"87,602","61,109","26,493",43
2023-03-14 01:15,"87,615","60,965","26,650",44
2023-03-14 01:20,"87,610","60,851","26,759",44
2023-03-14 01:25,"87,593","60,576","27,017",45
2023-03-14 01:30,"87,606","60,428","27,178",45
2023-03-14 01:35,"87,611","60,565","27,046",45
2023-03-14 01:40,"87,598","60,534","27,065",45
2023-03-14 01:45,"87,606","60,214","27,392",46
2023-03-14 01:50,"87,612","59,939","27,672",46
2023-03-14 01:55,"87,620","59,877","27,742",46
2023-03-14 02:00,"87,616","59,717","27,899",47
2023-03-14 02:05,"87,658","59,602","28,056",47
2023-03-14 02:10,"87,667","59,838","27,828",47
2023-03-14 02:15,"87,665","59,557","28,096",47
2023-03-14 02:20,"87,656","59,623","27,975",47
2023-03-14 02:25,"87,661","59,559","27,802",46
2023-03-14 02:30,"87,673","59,358","27,841",47
2023-03-14 02:35,"87,680","59,320","27,522",46
2023-03-14 02:40,"87,694","58,816","28,039",47
2023-03-14 02:45,"87,684","58,765","28,070",47
2023-03-14 02:50,"87,676","58,724","27,842",47
2023-03-14 02:55,"87,678","59,068","27,190",45
2023-03-14 03:00,"87,675","59,066","26,840",44
2023-03-14 03:05,"87,674","59,089","26,526",43
2023-03-14 03:10,"87,683","59,158","26,455",43
2023-03-14 03:15,"87,673","59,211","26,392",43
2023-03-14 03:20,"87,674","58,686","26,916",44
2023-03-14 03:25,"87,665","58,760","26,834",44
2023-03-14 03:30,"87,648","58,526","27,048",45
2023-03-14 03:35,"87,673","58,957","26,652",44
2023-03-14 03:40,"87,946","58,694","27,184",45
2023-03-14 03:45,"87,960","58,874","27,026",44
2023-03-14 03:50,"87,949","58,822","27,059",44
2023-03-14 03:55,"87,969","58,847","27,055",44
2023-03-14 04:00,"87,972","59,027","26,881",44
2023-03-14 04:05,"87,992","59,188","26,739",44
2023-03-14 04:10,"87,989","59,178","26,745",44
2023-03-14 04:15,"87,994","59,309","26,618",43
2023-03-14 04:20,"87,989","59,525","26,404",43
2023-03-14 04:25,"87,979","59,512","26,402",43
2023-03-14 04:30,"87,972","59,309","26,596",43
2023-03-14 04:35,"87,972","59,698","26,214",42
2023-03-14 04:40,"87,977","59,973","25,945",42
2023-03-14 04:45,"87,969","59,998","25,910",42
2023-03-14 04:50,"87,961","59,990","25,910",42
2023-03-14 04:55,"87,954","59,904","25,988",42
2023-03-14 05:00,"87,951","60,136","25,756",41
2023-03-14 05:05,"87,934","60,382","25,499",41
2023-03-14 05:10,"87,948","60,312","25,579",41
2023-03-14 05:15,"87,919","60,348","25,512",41
2023-03-14 05:20,"87,912","60,636","25,217",40
2023-03-14 05:25,"88,842","61,006","25,779",41
2023-03-14 05:30,"88,838","61,292","25,492",40
2023-03-14 05:35,"88,852","61,505","25,294",40
2023-03-14 05:40,"88,857","61,713","25,094",39
2023-03-14 05:45,"88,938","61,665","25,214",40
2023-03-14 05:50,"88,934","62,197","24,684",38
2023-03-14 05:55,"88,934","62,521","24,361",38
2023-03-14 06:00,"88,944","62,637","24,254",38
2023-03-14 06:05,"89,076","63,342","23,888",37
2023-03-14 06:10,"89,076","63,486","24,375",38
2023-03-14 06:15,"89,095","64,222","23,660",36
2023-03-14 06:20,"88,960","64,030","23,714",36
2023-03-14 06:25,"88,956","64,209","23,532",36
2023-03-14 06:30,"88,964","64,635","23,441",36
2023-03-14 06:35,"88,982","65,064","23,034",35
2023-03-14 06:40,"88,991","65,026","23,336",36
2023-03-14 06:45,"88,987","65,555","23,174",35
2023-03-14 06:50,"89,008","65,767","22,984",35
2023-03-14 06:55,"89,012","66,115","22,640",34
2023-03-14 07:00,"89,013","66,595","22,160",33
2023-03-14 07:05,"88,870","67,427","21,443",32
2023-03-14 07:10,"88,897","67,953","20,945",31
2023-03-14 07:15,"88,918","68,544","20,374",30
2023-03-14 07:20,"88,946","68,690","20,256",30
2023-03-14 07:25,"88,980","68,507","20,472",30
2023-03-14 07:30,"89,025","68,729","20,296",30
2023-03-14 07:35,"89,059","68,824","20,235",29
2023-03-14 07:40,"89,090","68,965","20,125",29
2023-03-14 07:45,"89,167","68,797","20,370",30
2023-03-14 07:50,"89,182","69,048","20,135",29
2023-03-14 07:55,"89,203","68,979","20,223",29
2023-03-14 08:00,"89,257","69,257","20,000",29
2023-03-14 08:05,"89,131","69,744","19,387",28
2023-03-14 08:10,"89,332","69,792","19,541",28
2023-03-14 08:15,"89,526","70,112","19,414",28
2023-03-14 08:20,"89,723","70,102","19,621",28
2023-03-14 08:25,"89,767","70,373","19,394",28
2023-03-14 08:30,"89,861","70,563","19,298",27
2023-03-14 08:35,"89,892","70,707","19,185",27
2023-03-14 08:40,"89,951","70,564","19,388",28
2023-03-14 08:45,"90,005","70,488","19,517",28
2023-03-14 08:50,"90,074","70,389","19,684",28
2023-03-14 08:55,"90,127","70,336","19,792",28
2023-03-14 09:00,"90,154","70,144","20,010",29
2023-03-14 09:05,"89,681","69,882","19,799",28
2023-03-14 09:10,"90,004","69,735","20,268",29
2023-03-14 09:15,"90,361","69,759","20,602",30
2023-03-14 09:20,"90,641","69,543","21,098",30
2023-03-14 09:25,"90,682","69,135","21,546",31
2023-03-14 09:30,"90,740","68,850","21,889",32
2023-03-14 09:35,"90,781","68,659","22,122",32
2023-03-14 09:40,"90,799","67,898","22,901",34
2023-03-14 09:45,"90,846","67,717","23,128",34
2023-03-14 09:50,"90,871","67,398","23,473",35
2023-03-14 09:55,"90,929","67,023","23,905",36
2023-03-14 10:00,"90,927","66,910","24,017",36
2023-03-14 10:05,"90,666","66,874","23,793",36
2023-03-14 10:10,"90,837","66,925","23,912",36
2023-03-14 10:15,"91,081","67,245","23,835",35
2023-03-14 10:20,"91,259","67,248","24,012",36
2023-03-14 10:25,"91,412","67,019","24,393",36
2023-03-14 10:30,"91,423","67,035","24,389",36
2023-03-14 10:35,"91,428","66,822","24,605",37
2023-03-14 10:40,"91,452","66,591","24,861",37
2023-03-14 10:45,"91,482","66,158","25,324",38
2023-03-14 10:50,"91,500","66,015","25,484",39
2023-03-14 10:55,"91,510","65,970","25,540",39
2023-03-14 11:00,"91,533","65,334","26,199",40
2023-03-14 11:05,"91,154","64,721","26,433",41
2023-03-14 11:10,"91,128","64,266","26,862",42
2023-03-14 11:15,"91,088","63,558","27,501",43
2023-03-14 11:20,"91,113","63,409","27,280",43
2023-03-14 11:25,"91,112","63,049","27,062",42
2023-03-14 11:30,"91,121","62,867","27,241",43
2023-03-14 11:35,"91,132","62,592","27,200",43
2023-03-14 11:40,"91,114","62,144","27,586",43
2023-03-14 11:45,"91,136","61,720","27,815",44
2023-03-14 11:50,"91,140","61,045","28,439",45
2023-03-14 11:55,"91,143","60,298","28,785",46
2023-03-14 12:00,"91,162","59,339","29,432",48
2023-03-14 12:05,"90,585","59,125","28,710",46
2023-03-14 12:10,"90,765","58,942","29,073",47
2023-03-14 12:15,"90,776","58,432","29,287",48
2023-03-14 12:20,"90,833","58,099","29,675",49
2023-03-14 12:25,"90,866","58,457","29,325",48
2023-03-14 12:30,"90,891","58,015","29,571",48
2023-03-14 12:35,"90,891","57,782","29,806",49
2023-03-14 12:40,"90,918","57,613","30,000",49
2023-03-14 12:45,"90,901","57,350","30,248",50
2023-03-14 12:50,"90,920","57,645","29,984",49
2023-03-14 12:55,"90,949","57,808","29,849",49
2023-03-14 13:00,"90,941","58,200","29,701",49
2023-03-14 13:05,"91,096","58,544","29,522",48
2023-03-14 13:10,"91,270","59,259","29,665",48
2023-03-14 13:15,"91,472","59,442","29,681",48
2023-03-14 13:20,"91,559","59,682","29,833",48
2023-03-14 13:25,"91,597","59,782","29,769",48
2023-03-14 13:30,"91,586","59,878","29,664",48
2023-03-14 13:35,"91,591","60,076","29,476",48
2023-03-14 13:40,"91,586","59,999","29,542",48
2023-03-14 13:45,"91,544","60,190","29,310",47
2023-03-14 13:50,"91,522","60,008","29,468",48
2023-03-14 13:55,"91,576","60,091","29,443",47
2023-03-14 14:00,"91,587","60,219","29,325",47
2023-03-14 14:05,"91,257","60,226","28,991",47
2023-03-14 14:10,"91,308","60,297","28,977",47
2023-03-14 14:15,"91,376","60,639","28,695",46
2023-03-14 14:20,"91,423","60,767","28,873",46
2023-03-14 14:25,"91,444","60,730","28,934",46
